"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","UNEMP","TOT","PC_LF","Q","2014-Q3",7.313578,
"OECD","UNEMP","TOT","PC_LF","Q","2014-Q4",7.134988,
"OECD","UNEMP","TOT","PC_LF","Q","2015-Q1",6.956962,
"OECD","UNEMP","TOT","PC_LF","Q","2015-Q2",6.867906,
"OECD","UNEMP","TOT","PC_LF","Q","2015-Q3",6.670884,
"OECD","UNEMP","TOT","PC_LF","Q","2015-Q4",6.557653,"B"
"OECD","UNEMP","TOT","PC_LF","Q","2016-Q1",6.436162,
"OECD","UNEMP","TOT","PC_LF","Q","2016-Q2",6.353121,
"OECD","UNEMP","TOT","PC_LF","Q","2016-Q3",6.322818,
"OECD","UNEMP","TOT","PC_LF","Q","2016-Q4",6.183953,
"OECD","UNEMP","TOT","PC_LF","Q","2017-Q1",6.0241,
"OECD","UNEMP","TOT","PC_LF","Q","2017-Q2",5.817843,"B"
"OECD","UNEMP","TOT","PC_LF","Q","2017-Q3",5.704058,
"OECD","UNEMP","TOT","PC_LF","Q","2017-Q4",5.510375,
"LVA","UNEMP","TOT","PC_LF","Q","2002-Q1",13.0047,
"LVA","UNEMP","TOT","PC_LF","Q","2002-Q2",13.75383,
"LVA","UNEMP","TOT","PC_LF","Q","2002-Q3",11.10837,
"LVA","UNEMP","TOT","PC_LF","Q","2002-Q4",12.03311,
"LVA","UNEMP","TOT","PC_LF","Q","2003-Q1",11.69138,
"LVA","UNEMP","TOT","PC_LF","Q","2003-Q2",11.99184,
"LVA","UNEMP","TOT","PC_LF","Q","2003-Q3",11.99203,
"LVA","UNEMP","TOT","PC_LF","Q","2003-Q4",10.8774,
"LVA","UNEMP","TOT","PC_LF","Q","2004-Q1",12.16149,
"LVA","UNEMP","TOT","PC_LF","Q","2004-Q2",11.64081,
"LVA","UNEMP","TOT","PC_LF","Q","2004-Q3",11.34017,
"LVA","UNEMP","TOT","PC_LF","Q","2004-Q4",11.83371,
"LVA","UNEMP","TOT","PC_LF","Q","2005-Q1",11.42604,
"LVA","UNEMP","TOT","PC_LF","Q","2005-Q2",10.3994,
"LVA","UNEMP","TOT","PC_LF","Q","2005-Q3",9.620264,
"LVA","UNEMP","TOT","PC_LF","Q","2005-Q4",8.684793,
"LVA","UNEMP","TOT","PC_LF","Q","2006-Q1",8.446683,
"LVA","UNEMP","TOT","PC_LF","Q","2006-Q2",7.209624,
"LVA","UNEMP","TOT","PC_LF","Q","2006-Q3",6.113857,
"LVA","UNEMP","TOT","PC_LF","Q","2006-Q4",6.36923,
"LVA","UNEMP","TOT","PC_LF","Q","2007-Q1",6.952528,
"LVA","UNEMP","TOT","PC_LF","Q","2007-Q2",6.266943,
"LVA","UNEMP","TOT","PC_LF","Q","2007-Q3",5.726822,
"LVA","UNEMP","TOT","PC_LF","Q","2007-Q4",5.273536,
"LVA","UNEMP","TOT","PC_LF","Q","2008-Q1",6.654667,
"LVA","UNEMP","TOT","PC_LF","Q","2008-Q2",6.576096,
"LVA","UNEMP","TOT","PC_LF","Q","2008-Q3",7.465789,
"LVA","UNEMP","TOT","PC_LF","Q","2008-Q4",10.2803,
"LVA","UNEMP","TOT","PC_LF","Q","2009-Q1",14.21265,
"LVA","UNEMP","TOT","PC_LF","Q","2009-Q2",17.20865,
"LVA","UNEMP","TOT","PC_LF","Q","2009-Q3",18.84071,
"LVA","UNEMP","TOT","PC_LF","Q","2009-Q4",19.98309,
"LVA","UNEMP","TOT","PC_LF","Q","2010-Q1",21.07336,
"LVA","UNEMP","TOT","PC_LF","Q","2010-Q2",20.2919,
"LVA","UNEMP","TOT","PC_LF","Q","2010-Q3",18.73356,
"LVA","UNEMP","TOT","PC_LF","Q","2010-Q4",17.80195,
"LVA","UNEMP","TOT","PC_LF","Q","2011-Q1",17.34944,
"LVA","UNEMP","TOT","PC_LF","Q","2011-Q2",17.0528,
"LVA","UNEMP","TOT","PC_LF","Q","2011-Q3",15.28798,
"LVA","UNEMP","TOT","PC_LF","Q","2011-Q4",15.10722,
"LVA","UNEMP","TOT","PC_LF","Q","2012-Q1",16.12684,
"LVA","UNEMP","TOT","PC_LF","Q","2012-Q2",16.18342,
"LVA","UNEMP","TOT","PC_LF","Q","2012-Q3",13.84335,
"LVA","UNEMP","TOT","PC_LF","Q","2012-Q4",14.0219,
"LVA","UNEMP","TOT","PC_LF","Q","2013-Q1",12.87602,
"LVA","UNEMP","TOT","PC_LF","Q","2013-Q2",11.39703,
"LVA","UNEMP","TOT","PC_LF","Q","2013-Q3",11.87769,
"LVA","UNEMP","TOT","PC_LF","Q","2013-Q4",11.30186,
"LVA","UNEMP","TOT","PC_LF","Q","2014-Q1",11.78433,
"LVA","UNEMP","TOT","PC_LF","Q","2014-Q2",10.69878,
"LVA","UNEMP","TOT","PC_LF","Q","2014-Q3",10.65184,
"LVA","UNEMP","TOT","PC_LF","Q","2014-Q4",10.22299,
"LVA","UNEMP","TOT","PC_LF","Q","2015-Q1",10.11864,
"LVA","UNEMP","TOT","PC_LF","Q","2015-Q2",9.766782,
"LVA","UNEMP","TOT","PC_LF","Q","2015-Q3",9.776484,
"LVA","UNEMP","TOT","PC_LF","Q","2015-Q4",9.835028,
"LVA","UNEMP","TOT","PC_LF","Q","2016-Q1",10.1603,
"LVA","UNEMP","TOT","PC_LF","Q","2016-Q2",9.502038,
"LVA","UNEMP","TOT","PC_LF","Q","2016-Q3",9.612268,
"LVA","UNEMP","TOT","PC_LF","Q","2016-Q4",9.295163,
"LVA","UNEMP","TOT","PC_LF","Q","2017-Q1",9.286847,
"LVA","UNEMP","TOT","PC_LF","Q","2017-Q2",8.829044,
"LVA","UNEMP","TOT","PC_LF","Q","2017-Q3",8.584145,
"LVA","UNEMP","TOT","PC_LF","Q","2017-Q4",8.156181,
