"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ITA","STINT","TOT","PC_PA","Q","2007-Q4",4.724767,
"ITA","STINT","TOT","PC_PA","Q","2008-Q1",4.48,
"ITA","STINT","TOT","PC_PA","Q","2008-Q2",4.860466,
"ITA","STINT","TOT","PC_PA","Q","2008-Q3",4.9818,
"ITA","STINT","TOT","PC_PA","Q","2008-Q4",4.214667,
"ITA","STINT","TOT","PC_PA","Q","2009-Q1",2.0117,
"ITA","STINT","TOT","PC_PA","Q","2009-Q2",1.310633,
"ITA","STINT","TOT","PC_PA","Q","2009-Q3",0.8692,
"ITA","STINT","TOT","PC_PA","Q","2009-Q4",0.7219,
"ITA","STINT","TOT","PC_PA","Q","2010-Q1",0.6621667,
"ITA","STINT","TOT","PC_PA","Q","2010-Q2",0.6862667,
"ITA","STINT","TOT","PC_PA","Q","2010-Q3",0.8749334,
"ITA","STINT","TOT","PC_PA","Q","2010-Q4",1.020467,
"ITA","STINT","TOT","PC_PA","Q","2011-Q1",1.093133,
"ITA","STINT","TOT","PC_PA","Q","2011-Q2",1.411633,
"ITA","STINT","TOT","PC_PA","Q","2011-Q3",1.562067,
"ITA","STINT","TOT","PC_PA","Q","2011-Q4",1.495567,
"ITA","STINT","TOT","PC_PA","Q","2012-Q1",1.043,
"ITA","STINT","TOT","PC_PA","Q","2012-Q2",0.6960334,
"ITA","STINT","TOT","PC_PA","Q","2012-Q3",0.3585667,
"ITA","STINT","TOT","PC_PA","Q","2012-Q4",0.1951333,
"ITA","STINT","TOT","PC_PA","Q","2013-Q1",0.2114667,
"ITA","STINT","TOT","PC_PA","Q","2013-Q2",0.2068,
"ITA","STINT","TOT","PC_PA","Q","2013-Q3",0.2235,
"ITA","STINT","TOT","PC_PA","Q","2013-Q4",0.2409,
"ITA","STINT","TOT","PC_PA","Q","2014-Q1",0.2951333,
"ITA","STINT","TOT","PC_PA","Q","2014-Q2",0.2985667,
"ITA","STINT","TOT","PC_PA","Q","2014-Q3",0.1645667,
"ITA","STINT","TOT","PC_PA","Q","2014-Q4",0.08146667,
"ITA","STINT","TOT","PC_PA","Q","2015-Q1",0.04603333,
"ITA","STINT","TOT","PC_PA","Q","2015-Q2",-0.006533334,
"ITA","STINT","TOT","PC_PA","Q","2015-Q3",-0.0278,
"ITA","STINT","TOT","PC_PA","Q","2015-Q4",-0.08916666,
"ITA","STINT","TOT","PC_PA","Q","2016-Q1",-0.1860667,
"ITA","STINT","TOT","PC_PA","Q","2016-Q2",-0.2581,
"ITA","STINT","TOT","PC_PA","Q","2016-Q3",-0.2981,
"ITA","STINT","TOT","PC_PA","Q","2016-Q4",-0.3125,
"ITA","STINT","TOT","PC_PA","Q","2017-Q1",-0.3278,
"ITA","STINT","TOT","PC_PA","Q","2017-Q2",-0.3299667,
"ITA","STINT","TOT","PC_PA","Q","2017-Q3",-0.3296333,
"ITA","STINT","TOT","PC_PA","Q","2017-Q4",-0.3288,
"SVN","STINT","TOT","PC_PA","Q","2002-Q1",7.803333,
"SVN","STINT","TOT","PC_PA","Q","2002-Q2",8.466666,
"SVN","STINT","TOT","PC_PA","Q","2002-Q3",8.633333,
"SVN","STINT","TOT","PC_PA","Q","2002-Q4",7.2,
"SVN","STINT","TOT","PC_PA","Q","2003-Q1",7.58,
"SVN","STINT","TOT","PC_PA","Q","2003-Q2",6.83,
"SVN","STINT","TOT","PC_PA","Q","2003-Q3",6.47,
"SVN","STINT","TOT","PC_PA","Q","2003-Q4",6.246666,
"SVN","STINT","TOT","PC_PA","Q","2004-Q1",5.81,
"SVN","STINT","TOT","PC_PA","Q","2004-Q2",4.736667,
"SVN","STINT","TOT","PC_PA","Q","2004-Q3",4.036667,
"SVN","STINT","TOT","PC_PA","Q","2004-Q4",4.07,
"SVN","STINT","TOT","PC_PA","Q","2005-Q1",4.05,
"SVN","STINT","TOT","PC_PA","Q","2005-Q2",4.05,
"SVN","STINT","TOT","PC_PA","Q","2005-Q3",4.03,
"SVN","STINT","TOT","PC_PA","Q","2005-Q4",4.006667,
"SVN","STINT","TOT","PC_PA","Q","2006-Q1",3.79,
"SVN","STINT","TOT","PC_PA","Q","2006-Q2",3.46,
"SVN","STINT","TOT","PC_PA","Q","2006-Q3",3.47,
"SVN","STINT","TOT","PC_PA","Q","2006-Q4",3.603333,
"SVN","STINT","TOT","PC_PA","Q","2007-Q1",3.820333,
"SVN","STINT","TOT","PC_PA","Q","2007-Q2",4.064833,
"SVN","STINT","TOT","PC_PA","Q","2007-Q3",4.5005,
"SVN","STINT","TOT","PC_PA","Q","2007-Q4",4.724767,
"SVN","STINT","TOT","PC_PA","Q","2008-Q1",4.48,
"SVN","STINT","TOT","PC_PA","Q","2008-Q2",4.860466,
"SVN","STINT","TOT","PC_PA","Q","2008-Q3",4.9818,
"SVN","STINT","TOT","PC_PA","Q","2008-Q4",4.214667,
"SVN","STINT","TOT","PC_PA","Q","2009-Q1",2.0117,
"SVN","STINT","TOT","PC_PA","Q","2009-Q2",1.310633,
"SVN","STINT","TOT","PC_PA","Q","2009-Q3",0.8692,
"SVN","STINT","TOT","PC_PA","Q","2009-Q4",0.7219,
"SVN","STINT","TOT","PC_PA","Q","2010-Q1",0.6621667,
"SVN","STINT","TOT","PC_PA","Q","2010-Q2",0.6862667,
"SVN","STINT","TOT","PC_PA","Q","2010-Q3",0.8749334,
"SVN","STINT","TOT","PC_PA","Q","2010-Q4",1.020467,
"SVN","STINT","TOT","PC_PA","Q","2011-Q1",1.093133,
"SVN","STINT","TOT","PC_PA","Q","2011-Q2",1.411633,
"SVN","STINT","TOT","PC_PA","Q","2011-Q3",1.562067,
"SVN","STINT","TOT","PC_PA","Q","2011-Q4",1.495567,
"SVN","STINT","TOT","PC_PA","Q","2012-Q1",1.043,
"SVN","STINT","TOT","PC_PA","Q","2012-Q2",0.6960334,
"SVN","STINT","TOT","PC_PA","Q","2012-Q3",0.3585667,
"SVN","STINT","TOT","PC_PA","Q","2012-Q4",0.1951333,
"SVN","STINT","TOT","PC_PA","Q","2013-Q1",0.2114667,
"SVN","STINT","TOT","PC_PA","Q","2013-Q2",0.2068,
"SVN","STINT","TOT","PC_PA","Q","2013-Q3",0.2235,
"SVN","STINT","TOT","PC_PA","Q","2013-Q4",0.2409,
"SVN","STINT","TOT","PC_PA","Q","2014-Q1",0.2951333,
"SVN","STINT","TOT","PC_PA","Q","2014-Q2",0.2985667,
"SVN","STINT","TOT","PC_PA","Q","2014-Q3",0.1645667,
"SVN","STINT","TOT","PC_PA","Q","2014-Q4",0.08146667,
"SVN","STINT","TOT","PC_PA","Q","2015-Q1",0.04603333,
"SVN","STINT","TOT","PC_PA","Q","2015-Q2",-0.006533334,
"SVN","STINT","TOT","PC_PA","Q","2015-Q3",-0.0278,
"SVN","STINT","TOT","PC_PA","Q","2015-Q4",-0.08916666,
"SVN","STINT","TOT","PC_PA","Q","2016-Q1",-0.1860667,
"SVN","STINT","TOT","PC_PA","Q","2016-Q2",-0.2581,
"SVN","STINT","TOT","PC_PA","Q","2016-Q3",-0.2981,
"SVN","STINT","TOT","PC_PA","Q","2016-Q4",-0.3125,
"SVN","STINT","TOT","PC_PA","Q","2017-Q1",-0.3278,
"SVN","STINT","TOT","PC_PA","Q","2017-Q2",-0.3299667,
"SVN","STINT","TOT","PC_PA","Q","2017-Q3",-0.3296333,
"SVN","STINT","TOT","PC_PA","Q","2017-Q4",-0.3288,
"CZE","STINT","TOT","PC_PA","Q","1995-Q1",10.86,
"CZE","STINT","TOT","PC_PA","Q","1995-Q2",10.5,
"CZE","STINT","TOT","PC_PA","Q","1995-Q3",11.31,
"CZE","STINT","TOT","PC_PA","Q","1995-Q4",11.11333,
"CZE","STINT","TOT","PC_PA","Q","1996-Q1",10.85667,
"CZE","STINT","TOT","PC_PA","Q","1996-Q2",11.82333,
"CZE","STINT","TOT","PC_PA","Q","1996-Q3",12.69333,
"CZE","STINT","TOT","PC_PA","Q","1996-Q4",12.68667,
"CZE","STINT","TOT","PC_PA","Q","1997-Q1",12.38667,
"CZE","STINT","TOT","PC_PA","Q","1997-Q2",19.67333,
"CZE","STINT","TOT","PC_PA","Q","1997-Q3",15.47667,
"CZE","STINT","TOT","PC_PA","Q","1997-Q4",16.46,
"CZE","STINT","TOT","PC_PA","Q","1998-Q1",16.01,
"CZE","STINT","TOT","PC_PA","Q","1998-Q2",15.61,
"CZE","STINT","TOT","PC_PA","Q","1998-Q3",14.18333,
"CZE","STINT","TOT","PC_PA","Q","1998-Q4",11.53,
"CZE","STINT","TOT","PC_PA","Q","1999-Q1",8.083333,
"CZE","STINT","TOT","PC_PA","Q","1999-Q2",7,
"CZE","STINT","TOT","PC_PA","Q","1999-Q3",6.45,
"CZE","STINT","TOT","PC_PA","Q","1999-Q4",5.88,
"CZE","STINT","TOT","PC_PA","Q","2000-Q1",5.386667,
"CZE","STINT","TOT","PC_PA","Q","2000-Q2",5.326667,
"CZE","STINT","TOT","PC_PA","Q","2000-Q3",5.343333,
"CZE","STINT","TOT","PC_PA","Q","2000-Q4",5.406667,
"CZE","STINT","TOT","PC_PA","Q","2001-Q1",5.22,
"CZE","STINT","TOT","PC_PA","Q","2001-Q2",5.043334,
"CZE","STINT","TOT","PC_PA","Q","2001-Q3",5.41,
"CZE","STINT","TOT","PC_PA","Q","2001-Q4",5.02,
"CZE","STINT","TOT","PC_PA","Q","2002-Q1",4.383333,
"CZE","STINT","TOT","PC_PA","Q","2002-Q2",3.933333,
"CZE","STINT","TOT","PC_PA","Q","2002-Q3",3.14,
"CZE","STINT","TOT","PC_PA","Q","2002-Q4",2.74,
"CZE","STINT","TOT","PC_PA","Q","2003-Q1",2.5,
"CZE","STINT","TOT","PC_PA","Q","2003-Q2",2.41,
"CZE","STINT","TOT","PC_PA","Q","2003-Q3",2.123333,
"CZE","STINT","TOT","PC_PA","Q","2003-Q4",2.07,
"CZE","STINT","TOT","PC_PA","Q","2004-Q1",2.06,
"CZE","STINT","TOT","PC_PA","Q","2004-Q2",2.183333,
"CZE","STINT","TOT","PC_PA","Q","2004-Q3",2.586667,
"CZE","STINT","TOT","PC_PA","Q","2004-Q4",2.616667,
"CZE","STINT","TOT","PC_PA","Q","2005-Q1",2.286667,
"CZE","STINT","TOT","PC_PA","Q","2005-Q2",1.853333,
"CZE","STINT","TOT","PC_PA","Q","2005-Q3",1.79,
"CZE","STINT","TOT","PC_PA","Q","2005-Q4",2.106667,
"CZE","STINT","TOT","PC_PA","Q","2006-Q1",2.073333,
"CZE","STINT","TOT","PC_PA","Q","2006-Q2",2.13,
"CZE","STINT","TOT","PC_PA","Q","2006-Q3",2.38,
"CZE","STINT","TOT","PC_PA","Q","2006-Q4",2.616667,
"CZE","STINT","TOT","PC_PA","Q","2007-Q1",2.576667,
"CZE","STINT","TOT","PC_PA","Q","2007-Q2",2.766667,
"CZE","STINT","TOT","PC_PA","Q","2007-Q3",3.27,
"CZE","STINT","TOT","PC_PA","Q","2007-Q4",3.776667,
"CZE","STINT","TOT","PC_PA","Q","2008-Q1",3.98,
"CZE","STINT","TOT","PC_PA","Q","2008-Q2",4.153333,
"CZE","STINT","TOT","PC_PA","Q","2008-Q3",3.91,
"CZE","STINT","TOT","PC_PA","Q","2008-Q4",4.106667,
"CZE","STINT","TOT","PC_PA","Q","2009-Q1",2.71,
"CZE","STINT","TOT","PC_PA","Q","2009-Q2",2.323333,
"CZE","STINT","TOT","PC_PA","Q","2009-Q3",1.963333,
"CZE","STINT","TOT","PC_PA","Q","2009-Q4",1.77,
"CZE","STINT","TOT","PC_PA","Q","2010-Q1",1.5,
"CZE","STINT","TOT","PC_PA","Q","2010-Q2",1.31,
"CZE","STINT","TOT","PC_PA","Q","2010-Q3",1.23,
"CZE","STINT","TOT","PC_PA","Q","2010-Q4",1.213333,
"CZE","STINT","TOT","PC_PA","Q","2011-Q1",1.206667,
"CZE","STINT","TOT","PC_PA","Q","2011-Q2",1.21,
"CZE","STINT","TOT","PC_PA","Q","2011-Q3",1.183333,
"CZE","STINT","TOT","PC_PA","Q","2011-Q4",1.16,
"CZE","STINT","TOT","PC_PA","Q","2012-Q1",1.2,
"CZE","STINT","TOT","PC_PA","Q","2012-Q2",1.23,
"CZE","STINT","TOT","PC_PA","Q","2012-Q3",0.9766667,
"CZE","STINT","TOT","PC_PA","Q","2012-Q4",0.5833333,
"CZE","STINT","TOT","PC_PA","Q","2013-Q1",0.4966667,
"CZE","STINT","TOT","PC_PA","Q","2013-Q2",0.4633333,
"CZE","STINT","TOT","PC_PA","Q","2013-Q3",0.4566667,
"CZE","STINT","TOT","PC_PA","Q","2013-Q4",0.41,
"CZE","STINT","TOT","PC_PA","Q","2014-Q1",0.37,
"CZE","STINT","TOT","PC_PA","Q","2014-Q2",0.3633333,
"CZE","STINT","TOT","PC_PA","Q","2014-Q3",0.35,
"CZE","STINT","TOT","PC_PA","Q","2014-Q4",0.3433333,
"CZE","STINT","TOT","PC_PA","Q","2015-Q1",0.3266667,
"CZE","STINT","TOT","PC_PA","Q","2015-Q2",0.31,
"CZE","STINT","TOT","PC_PA","Q","2015-Q3",0.3066667,
"CZE","STINT","TOT","PC_PA","Q","2015-Q4",0.29,
"CZE","STINT","TOT","PC_PA","Q","2016-Q1",0.2866667,
"CZE","STINT","TOT","PC_PA","Q","2016-Q2",0.29,
"CZE","STINT","TOT","PC_PA","Q","2016-Q3",0.29,
"CZE","STINT","TOT","PC_PA","Q","2016-Q4",0.29,
"CZE","STINT","TOT","PC_PA","Q","2017-Q1",0.28,
"CZE","STINT","TOT","PC_PA","Q","2017-Q2",0.2966667,
"CZE","STINT","TOT","PC_PA","Q","2017-Q3",0.3966667,
"CZE","STINT","TOT","PC_PA","Q","2017-Q4",0.6566667,
"HUN","STINT","TOT","PC_PA","Q","1995-Q1",32.36666,
"HUN","STINT","TOT","PC_PA","Q","1995-Q2",33.36666,
"HUN","STINT","TOT","PC_PA","Q","1995-Q3",32.36666,
"HUN","STINT","TOT","PC_PA","Q","1995-Q4",30.06667,
"HUN","STINT","TOT","PC_PA","Q","1996-Q1",26.36667,
"HUN","STINT","TOT","PC_PA","Q","1996-Q2",24.06667,
"HUN","STINT","TOT","PC_PA","Q","1996-Q3",23.26667,
"HUN","STINT","TOT","PC_PA","Q","1996-Q4",22.13333,
"HUN","STINT","TOT","PC_PA","Q","1997-Q1",21.13333,
"HUN","STINT","TOT","PC_PA","Q","1997-Q2",20.63333,
"HUN","STINT","TOT","PC_PA","Q","1997-Q3",19.53333,
"HUN","STINT","TOT","PC_PA","Q","1997-Q4",19.23333,
"HUN","STINT","TOT","PC_PA","Q","1998-Q1",19.16667,
"HUN","STINT","TOT","PC_PA","Q","1998-Q2",18.26667,
"HUN","STINT","TOT","PC_PA","Q","1998-Q3",16.76667,
"HUN","STINT","TOT","PC_PA","Q","1998-Q4",17.76667,
"HUN","STINT","TOT","PC_PA","Q","1999-Q1",15.46667,
"HUN","STINT","TOT","PC_PA","Q","1999-Q2",15,
"HUN","STINT","TOT","PC_PA","Q","1999-Q3",14.33333,
"HUN","STINT","TOT","PC_PA","Q","1999-Q4",13.80333,
"HUN","STINT","TOT","PC_PA","Q","2000-Q1",11.87667,"B"
"HUN","STINT","TOT","PC_PA","Q","2000-Q2",11.03333,
"HUN","STINT","TOT","PC_PA","Q","2000-Q3",10.82667,
"HUN","STINT","TOT","PC_PA","Q","2000-Q4",11.81667,
"HUN","STINT","TOT","PC_PA","Q","2001-Q1",11.16333,
"HUN","STINT","TOT","PC_PA","Q","2001-Q2",11.09667,
"HUN","STINT","TOT","PC_PA","Q","2001-Q3",10.94,
"HUN","STINT","TOT","PC_PA","Q","2001-Q4",10.26667,
"HUN","STINT","TOT","PC_PA","Q","2002-Q1",8.7,
"HUN","STINT","TOT","PC_PA","Q","2002-Q2",8.89,
"HUN","STINT","TOT","PC_PA","Q","2002-Q3",9.836667,
"HUN","STINT","TOT","PC_PA","Q","2002-Q4",9.406667,
"HUN","STINT","TOT","PC_PA","Q","2003-Q1",6.21,
"HUN","STINT","TOT","PC_PA","Q","2003-Q2",6.98,
"HUN","STINT","TOT","PC_PA","Q","2003-Q3",9.66,
"HUN","STINT","TOT","PC_PA","Q","2003-Q4",11.09333,
"HUN","STINT","TOT","PC_PA","Q","2004-Q1",12.46667,
"HUN","STINT","TOT","PC_PA","Q","2005-Q2",7.475,
"HUN","STINT","TOT","PC_PA","Q","2005-Q3",6.166667,
"HUN","STINT","TOT","PC_PA","Q","2005-Q4",6.186666,
"HUN","STINT","TOT","PC_PA","Q","2006-Q3",7.294565,
"HUN","STINT","TOT","PC_PA","Q","2006-Q4",8.2,
"HUN","STINT","TOT","PC_PA","Q","2007-Q1",8.125,
"HUN","STINT","TOT","PC_PA","Q","2007-Q2",8.108334,
"HUN","STINT","TOT","PC_PA","Q","2007-Q3",7.806139,
"HUN","STINT","TOT","PC_PA","Q","2007-Q4",7.58061,
"HUN","STINT","TOT","PC_PA","Q","2008-Q1",7.996052,
"HUN","STINT","TOT","PC_PA","Q","2008-Q2",8.602592,
"HUN","STINT","TOT","PC_PA","Q","2008-Q3",8.645283,
"HUN","STINT","TOT","PC_PA","Q","2008-Q4",10.49192,
"HUN","STINT","TOT","PC_PA","Q","2009-Q2",10.476,
"HUN","STINT","TOT","PC_PA","Q","2009-Q3",9.262235,
"HUN","STINT","TOT","PC_PA","Q","2009-Q4",7.457451,
"HUN","STINT","TOT","PC_PA","Q","2010-Q1",6.673267,
"HUN","STINT","TOT","PC_PA","Q","2010-Q2",5.9329,
"HUN","STINT","TOT","PC_PA","Q","2010-Q3",6.132267,
"HUN","STINT","TOT","PC_PA","Q","2010-Q4",5.979233,
"HUN","STINT","TOT","PC_PA","Q","2011-Q1",6.567111,
"HUN","STINT","TOT","PC_PA","Q","2011-Q2",6.409301,
"HUN","STINT","TOT","PC_PA","Q","2011-Q3",6.68475,
"HUN","STINT","TOT","PC_PA","Q","2011-Q4",6.642867,
"HUN","STINT","TOT","PC_PA","Q","2012-Q1",8.689,
"HUN","STINT","TOT","PC_PA","Q","2012-Q2",8.20685,
"HUN","STINT","TOT","PC_PA","Q","2012-Q3",7.88635,
"HUN","STINT","TOT","PC_PA","Q","2013-Q2",4.586233,
"HUN","STINT","TOT","PC_PA","Q","2013-Q3",4.13965,
"HUN","STINT","TOT","PC_PA","Q","2013-Q4",3.3103,
"HUN","STINT","TOT","PC_PA","Q","2014-Q1",3.075567,
"HUN","STINT","TOT","PC_PA","Q","2014-Q2",2.781667,
"HUN","STINT","TOT","PC_PA","Q","2014-Q3",2.112833,
"HUN","STINT","TOT","PC_PA","Q","2014-Q4",2.004167,
"HUN","STINT","TOT","PC_PA","Q","2015-Q1",1.883933,
"HUN","STINT","TOT","PC_PA","Q","2015-Q2",1.546367,
"HUN","STINT","TOT","PC_PA","Q","2015-Q3",1.229867,
"HUN","STINT","TOT","PC_PA","Q","2015-Q4",1.305,
"HUN","STINT","TOT","PC_PA","Q","2016-Q1",1.236767,
"HUN","STINT","TOT","PC_PA","Q","2016-Q2",1.0295,
"HUN","STINT","TOT","PC_PA","Q","2016-Q3",0.8131667,
"HUN","STINT","TOT","PC_PA","Q","2016-Q4",0.7298333,
"HUN","STINT","TOT","PC_PA","Q","2017-Q1",0.2895667,
"HUN","STINT","TOT","PC_PA","Q","2017-Q2",0.2380667,
"HUN","STINT","TOT","PC_PA","Q","2017-Q3",0.2930667,
"HUN","STINT","TOT","PC_PA","Q","2017-Q4",0.05493333,
"CHN","STINT","TOT","PC_PA","Q","1997-Q3",9.672133,
"CHN","STINT","TOT","PC_PA","Q","1997-Q4",8.758533,
"CHN","STINT","TOT","PC_PA","Q","1998-Q1",8.6748,
"CHN","STINT","TOT","PC_PA","Q","1998-Q2",7.083667,
"CHN","STINT","TOT","PC_PA","Q","1998-Q3",6.031567,
"CHN","STINT","TOT","PC_PA","Q","1998-Q4",5.6296,
"CHN","STINT","TOT","PC_PA","Q","1999-Q1",5.063334,
"CHN","STINT","TOT","PC_PA","Q","1999-Q2",4.015767,
"CHN","STINT","TOT","PC_PA","Q","1999-Q3",2.814767,
"CHN","STINT","TOT","PC_PA","Q","1999-Q4",2.7398,
"CHN","STINT","TOT","PC_PA","Q","2000-Q1",2.695267,
"CHN","STINT","TOT","PC_PA","Q","2000-Q2",2.553,
"CHN","STINT","TOT","PC_PA","Q","2000-Q3",2.454667,
"CHN","STINT","TOT","PC_PA","Q","2000-Q4",2.701,
"CHN","STINT","TOT","PC_PA","Q","2001-Q1",2.767567,
"CHN","STINT","TOT","PC_PA","Q","2001-Q2",2.562,
"CHN","STINT","TOT","PC_PA","Q","2001-Q3",2.4393,
"CHN","STINT","TOT","PC_PA","Q","2001-Q4",2.315867,
"CHN","STINT","TOT","PC_PA","Q","2002-Q1",2.154233,
"CHN","STINT","TOT","PC_PA","Q","2002-Q2",1.980667,
"CHN","STINT","TOT","PC_PA","Q","2002-Q3",2.126667,
"CHN","STINT","TOT","PC_PA","Q","2002-Q4",2.346667,
"CHN","STINT","TOT","PC_PA","Q","2003-Q1",2.313333,
"CHN","STINT","TOT","PC_PA","Q","2003-Q2",2.203333,
"CHN","STINT","TOT","PC_PA","Q","2003-Q3",2.793333,
"CHN","STINT","TOT","PC_PA","Q","2003-Q4",3.163333,
"CHN","STINT","TOT","PC_PA","Q","2004-Q1",2.48,
"CHN","STINT","TOT","PC_PA","Q","2004-Q2",2.843333,
"CHN","STINT","TOT","PC_PA","Q","2004-Q3",2.986667,
"CHN","STINT","TOT","PC_PA","Q","2004-Q4",2.86,
"CHN","STINT","TOT","PC_PA","Q","2005-Q1",2.46,
"CHN","STINT","TOT","PC_PA","Q","2005-Q2",1.743333,
"CHN","STINT","TOT","PC_PA","Q","2005-Q3",1.516667,
"CHN","STINT","TOT","PC_PA","Q","2005-Q4",1.71,
"CHN","STINT","TOT","PC_PA","Q","2006-Q1",1.835,
"CHN","STINT","TOT","PC_PA","Q","2006-Q2",2.34,
"CHN","STINT","TOT","PC_PA","Q","2006-Q3",2.896667,
"CHN","STINT","TOT","PC_PA","Q","2006-Q4",2.84,
"CHN","STINT","TOT","PC_PA","Q","2007-Q1",2.693333,
"CHN","STINT","TOT","PC_PA","Q","2007-Q2",3.543333,
"CHN","STINT","TOT","PC_PA","Q","2007-Q3",3.326667,
"CHN","STINT","TOT","PC_PA","Q","2007-Q4",4.483333,
"CHN","STINT","TOT","PC_PA","Q","2008-Q1",4.306667,
"CHN","STINT","TOT","PC_PA","Q","2008-Q2",4.363333,
"CHN","STINT","TOT","PC_PA","Q","2008-Q3",4.23,
"CHN","STINT","TOT","PC_PA","Q","2008-Q4",3.233333,
"CHN","STINT","TOT","PC_PA","Q","2009-Q1",1.553333,
"CHN","STINT","TOT","PC_PA","Q","2009-Q2",1.153333,
"CHN","STINT","TOT","PC_PA","Q","2009-Q3",1.72,
"CHN","STINT","TOT","PC_PA","Q","2009-Q4",1.916667,
"CHN","STINT","TOT","PC_PA","Q","2010-Q1",1.9,
"CHN","STINT","TOT","PC_PA","Q","2010-Q2",2.48,
"CHN","STINT","TOT","PC_PA","Q","2010-Q3",2.493333,
"CHN","STINT","TOT","PC_PA","Q","2010-Q4",3.69,
"CHN","STINT","TOT","PC_PA","Q","2011-Q1",4.613333,
"CHN","STINT","TOT","PC_PA","Q","2011-Q2",4.696667,
"CHN","STINT","TOT","PC_PA","Q","2011-Q3",5.59,
"CHN","STINT","TOT","PC_PA","Q","2011-Q4",5.656667,
"CHN","STINT","TOT","PC_PA","Q","2012-Q1",5.626667,
"CHN","STINT","TOT","PC_PA","Q","2012-Q2",4.036667,
"CHN","STINT","TOT","PC_PA","Q","2012-Q3",3.723333,
"CHN","STINT","TOT","PC_PA","Q","2012-Q4",3.856667,
"CHN","STINT","TOT","PC_PA","Q","2013-Q1",3.666667,
"CHN","STINT","TOT","PC_PA","Q","2013-Q2",4.706666,
"CHN","STINT","TOT","PC_PA","Q","2013-Q3",5.356667,
"CHN","STINT","TOT","PC_PA","Q","2013-Q4",6.176667,
"CHN","STINT","TOT","PC_PA","Q","2014-Q1",5.58,
"CHN","STINT","TOT","PC_PA","Q","2014-Q2",4.576667,
"CHN","STINT","TOT","PC_PA","Q","2014-Q3",4.493333,
"CHN","STINT","TOT","PC_PA","Q","2014-Q4",4.566667,
"CHN","STINT","TOT","PC_PA","Q","2015-Q1",5.19,
"NLD","STINT","TOT","PC_PA","Q","1995-Q1",5.13,
"NLD","STINT","TOT","PC_PA","Q","1995-Q2",4.486667,
"NLD","STINT","TOT","PC_PA","Q","1995-Q3",4.066667,
"NLD","STINT","TOT","PC_PA","Q","1995-Q4",3.806667,
"NLD","STINT","TOT","PC_PA","Q","1996-Q1",3.183333,
"NLD","STINT","TOT","PC_PA","Q","1996-Q2",2.846667,
"NLD","STINT","TOT","PC_PA","Q","1996-Q3",2.966667,
"NLD","STINT","TOT","PC_PA","Q","1996-Q4",2.993333,
"NLD","STINT","TOT","PC_PA","Q","1997-Q1",3.08,
"NLD","STINT","TOT","PC_PA","Q","1997-Q2",3.216667,
"NLD","STINT","TOT","PC_PA","Q","1997-Q3",3.366667,
"NLD","STINT","TOT","PC_PA","Q","1997-Q4",3.673333,
"NLD","STINT","TOT","PC_PA","Q","1998-Q1",3.456667,
"NLD","STINT","TOT","PC_PA","Q","1998-Q2",3.576667,
"NLD","STINT","TOT","PC_PA","Q","1998-Q3",3.43,
"NLD","STINT","TOT","PC_PA","Q","1998-Q4",3.356667,
"NLD","STINT","TOT","PC_PA","Q","1999-Q1",3.090733,
"NLD","STINT","TOT","PC_PA","Q","1999-Q2",2.634067,
"NLD","STINT","TOT","PC_PA","Q","1999-Q3",2.6994,
"NLD","STINT","TOT","PC_PA","Q","1999-Q4",3.4298,
"NLD","STINT","TOT","PC_PA","Q","2000-Q1",3.5423,
"NLD","STINT","TOT","PC_PA","Q","2000-Q2",4.263,
"NLD","STINT","TOT","PC_PA","Q","2000-Q3",4.7376,
"NLD","STINT","TOT","PC_PA","Q","2000-Q4",5.024167,
"NLD","STINT","TOT","PC_PA","Q","2001-Q1",4.745033,
"NLD","STINT","TOT","PC_PA","Q","2001-Q2",4.590766,
"NLD","STINT","TOT","PC_PA","Q","2001-Q3",4.267833,
"NLD","STINT","TOT","PC_PA","Q","2001-Q4",3.4435,
"NLD","STINT","TOT","PC_PA","Q","2002-Q1",3.362233,
"NLD","STINT","TOT","PC_PA","Q","2002-Q2",3.446,
"NLD","STINT","TOT","PC_PA","Q","2002-Q3",3.357333,
"NLD","STINT","TOT","PC_PA","Q","2002-Q4",3.1088,
"NLD","STINT","TOT","PC_PA","Q","2003-Q1",2.6831,
"NLD","STINT","TOT","PC_PA","Q","2003-Q2",2.3619,
"NLD","STINT","TOT","PC_PA","Q","2003-Q3",2.139233,
"NLD","STINT","TOT","PC_PA","Q","2003-Q4",2.149633,
"NLD","STINT","TOT","PC_PA","Q","2004-Q1",2.062967,
"NLD","STINT","TOT","PC_PA","Q","2004-Q2",2.082467,
"NLD","STINT","TOT","PC_PA","Q","2004-Q3",2.1163,
"NLD","STINT","TOT","PC_PA","Q","2004-Q4",2.1636,
"NLD","STINT","TOT","PC_PA","Q","2005-Q1",2.140333,
"NLD","STINT","TOT","PC_PA","Q","2005-Q2",2.1246,
"NLD","STINT","TOT","PC_PA","Q","2005-Q3",2.130333,
"NLD","STINT","TOT","PC_PA","Q","2005-Q4",2.343467,
"NLD","STINT","TOT","PC_PA","Q","2006-Q1",2.611567,
"NLD","STINT","TOT","PC_PA","Q","2006-Q2",2.8895,
"NLD","STINT","TOT","PC_PA","Q","2006-Q3",3.221367,
"NLD","STINT","TOT","PC_PA","Q","2006-Q4",3.594467,
